ID	Assessment	Class	Group_Number	Group	Subgroup	Scope	Severity	Irreversibility	Criticality_20_years_ago	Overall_criticality	Trend_of_change_(of_current_criticality)	Criticality_in_the_next_20_years	Systemic_activity_(level_of_activity)	Systemic_activity_(no._of_influenced_elements)	Systemic_Activity	Strategic_Relevance_(Value)	Strategic_Relevance_(Rank)	Manageability	Knowledge	Rank	Region	Climate	Human_Development_Index
771	PE-PIN	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	4	4	2	1	1	1	1	8	2	NA	NA	9	Amazon	Tropics	High
772	PE-PIN	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	1	1	2	3	1	2	2	8	2	NA	NA	9	Amazon	Tropics	High
773	PE-PIN	Factor	2	Governance-related_factors	NA	NA	NA	NA	4	3	3	1	1	1	1	8	2	NA	NA	9	Amazon	Tropics	High
774	PE-PIN	Factor	2	Governance-related_factors	NA	NA	NA	NA	4	3	3	1	1	1	1	8	2	NA	NA	9	Amazon	Tropics	High
775	PE-PIN	Factor	2	Governance-related_factors	NA	NA	NA	NA	4	3	3	1	1	1	1	8	2	NA	NA	9	Amazon	Tropics	High
776	PE-PIN	Factor	5	Institutional_factors	NA	NA	NA	NA	4	3	1	1	3	2	3	8	2	NA	NA	9	Amazon	Tropics	High
777	PE-PIN	Factor	5	Institutional_factors	NA	NA	NA	NA	4	3	2	1	1	2	2	8	2	NA	NA	9	Amazon	Tropics	High
778	PE-PIN	Factor	8	Socio-cultural_factors	NA	NA	NA	NA	1	4	3	1	1	1	1	9	2	NA	NA	8	Amazon	Tropics	High
779	PE-PIN	Factor	8	Socio-cultural_factors	NA	NA	NA	NA	4	3	1	1	4	4	4	9	2	NA	NA	8	Amazon	Tropics	High
780	PE-PIN	Factor	8	Socio-cultural_factors	NA	NA	NA	NA	1	4	3	1	1	1	1	9	2	NA	NA	8	Amazon	Tropics	High
781	PE-PIN	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	4	3	2	1	1	4	3	9	2	NA	NA	8	Amazon	Tropics	High
782	PE-PIN	Factor	2	Governance-related_factors	NA	NA	NA	NA	4	3	2	1	3	3	3	9	2	NA	NA	8	Amazon	Tropics	High
783	PE-PIN	Factor	5	Institutional_factors	NA	NA	NA	NA	4	3	3	1	1	2	2	9	2	NA	NA	8	Amazon	Tropics	High
784	PE-PIN	Factor	5	Institutional_factors	NA	NA	NA	NA	4	3	2	1	3	2	3	9	2	NA	NA	8	Amazon	Tropics	High
785	PE-PIN	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	4	3	2	2	1	2	2	9	2	NA	NA	8	Amazon	Tropics	High
786	PE-PIN	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	1	3	3	1	1	2	2	9	2	NA	NA	8	Amazon	Tropics	High
787	PE-PIN	Factor	9	Socio-economic_factors	NA	NA	NA	NA	4	4	3	1	2	1	2	10	2	NA	NA	7	Amazon	Tropics	High
788	PE-PIN	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	2	4	3	1	1	2	2	10	2	NA	NA	7	Amazon	Tropics	High
789	PE-PIN	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	1	2	2	4	1	2	2	10	2	NA	NA	7	Amazon	Tropics	High
790	PE-PIN	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	1	2	2	4	1	2	2	10	2	NA	NA	7	Amazon	Tropics	High
791	PE-PIN	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	4	4	3	1	1	2	2	10	2	NA	NA	7	Amazon	Tropics	High
792	PE-PIN	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	4	4	2	1	3	2	3	10	2	NA	NA	7	Amazon	Tropics	High
793	PE-PIN	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	4	3	2	1	4	4	4	10	2	NA	NA	7	Amazon	Tropics	High
794	PE-PIN	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	1	3	2	3	1	2	2	10	2	NA	NA	7	Amazon	Tropics	High
795	PE-PIN	Factor	2	Governance-related_factors	NA	NA	NA	NA	4	3	2	1	4	4	4	10	2	NA	NA	7	Amazon	Tropics	High
796	PE-PIN	Factor	9	Socio-economic_factors	NA	NA	NA	NA	1	4	3	1	1	2	2	10	2	NA	NA	7	Amazon	Tropics	High
797	PE-PIN	Factor	2	Governance-related_factors	NA	NA	NA	NA	3	3	3	1	3	2	3	10	2	NA	NA	7	Amazon	Tropics	High
798	PE-PIN	Factor	2	Governance-related_factors	NA	NA	NA	NA	4	4	3	1	1	2	2	10	2	NA	NA	7	Amazon	Tropics	High
799	PE-PIN	Factor	5	Institutional_factors	NA	NA	NA	NA	1	3	2	1	4	4	4	10	2	NA	NA	7	Amazon	Tropics	High
800	PE-PIN	Factor	8	Socio-cultural_factors	NA	NA	NA	NA	1	3.5	3	3	1	1	1	10.5	3	NA	NA	6	Amazon	Tropics	High
801	PE-PIN	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	3	3	4	2	2	2	2	11	3	NA	NA	6	Amazon	Tropics	High
802	PE-PIN	Factor	9	Socio-economic_factors	NA	NA	NA	NA	1	4	2	3	1	2	2	11	3	NA	NA	6	Amazon	Tropics	High
803	PE-PIN	Factor	9	Socio-economic_factors	NA	NA	NA	NA	1	2	2	3	4	3	4	11	3	NA	NA	6	Amazon	Tropics	High
804	PE-PIN	Factor	9	Socio-economic_factors	NA	NA	NA	NA	4	4	2	1	3	4	4	11	3	NA	NA	6	Amazon	Tropics	High
805	PE-PIN	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	1	2	2	4	3	2	3	11	3	NA	NA	6	Amazon	Tropics	High
806	PE-PIN	Factor	9	Socio-economic_factors	NA	NA	NA	NA	2	4	3	3	1	1	1	11	3	NA	NA	6	Amazon	Tropics	High
807	PE-PIN	Factor	8	Socio-cultural_factors	NA	NA	NA	NA	4	3	3	1	4	3	4	11	3	NA	NA	6	Amazon	Tropics	High
808	PE-PIN	Factor	2	Governance-related_factors	NA	NA	NA	NA	4	3	3	1	3	4	4	11	3	NA	NA	6	Amazon	Tropics	High
809	PE-PIN	Factor	2	Governance-related_factors	NA	NA	NA	NA	1	4	3	1	3	3	3	11	3	NA	NA	6	Amazon	Tropics	High
810	PE-PIN	Factor	2	Governance-related_factors	NA	NA	NA	NA	4	3	3	1	4	4	4	11	3	NA	NA	6	Amazon	Tropics	High
811	PE-PIN	Factor	5	Institutional_factors	NA	NA	NA	NA	4	3	2	2	4	4	4	11	3	NA	NA	6	Amazon	Tropics	High
812	PE-PIN	Factor	10	Spatial_factors	NA	NA	NA	NA	4	4	4	1	2	1	2	11	3	NA	NA	6	Amazon	Tropics	High
813	PE-PIN	Factor	9	Socio-economic_factors	NA	NA	NA	NA	3	4	4	1	2	4	3	12	3	NA	NA	5	Amazon	Tropics	High
814	PE-PIN	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	1	3	4	3	1	2	2	12	3	NA	NA	5	Amazon	Tropics	High
815	PE-PIN	Factor	9	Socio-economic_factors	NA	NA	NA	NA	1	2	2	4	4	4	4	12	3	NA	NA	5	Amazon	Tropics	High
816	PE-PIN	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	1	4	4	3	1	1	1	12	3	NA	NA	5	Amazon	Tropics	High
817	PE-PIN	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	1	4	3	3	1	3	2	12	3	NA	NA	5	Amazon	Tropics	High
818	PE-PIN	Factor	9	Socio-economic_factors	NA	NA	NA	NA	4	4	4	1	3	3	3	12	3	NA	NA	5	Amazon	Tropics	High
819	PE-PIN	Factor	2	Governance-related_factors	NA	NA	NA	NA	4	3	3	3	2	4	3	12	3	NA	NA	5	Amazon	Tropics	High
820	PE-PIN	Factor	2	Governance-related_factors	NA	NA	NA	NA	4	4	3	1	4	4	4	12	3	NA	NA	5	Amazon	Tropics	High
821	PE-PIN	Factor	2	Governance-related_factors	NA	NA	NA	NA	1	4	4	1	2	3	3	12	3	NA	NA	5	Amazon	Tropics	High
822	PE-PIN	Factor	2	Governance-related_factors	NA	NA	NA	NA	1	4	3	1	3	4	4	12	3	NA	NA	5	Amazon	Tropics	High
823	PE-PIN	Factor	2	Governance-related_factors	NA	NA	NA	NA	4	4	4	1	3	3	3	12	3	NA	NA	5	Amazon	Tropics	High
824	PE-PIN	Factor	2	Governance-related_factors	NA	NA	NA	NA	4	3	3	2	4	4	4	12	3	NA	NA	5	Amazon	Tropics	High
825	PE-PIN	Factor	5	Institutional_factors	NA	NA	NA	NA	4	4	3	1	4	4	4	12	3	NA	NA	5	Amazon	Tropics	High
826	PE-PIN	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	4	3	4	3	1	2	2	12	3	NA	NA	5	Amazon	Tropics	High
827	PE-PIN	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	2	3	4	4	1	1	1	12	3	NA	NA	5	Amazon	Tropics	High
828	PE-PIN	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	1	4	3	4	1	1	1	12	3	NA	NA	5	Amazon	Tropics	High
829	PE-PIN	Factor	9	Socio-economic_factors	NA	NA	NA	NA	4	4	4	1	3	3	3	12	3	NA	NA	5	Amazon	Tropics	High
830	PE-PIN	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	3	4	3	4	1	2	2	13	3	NA	NA	4	Amazon	Tropics	High
831	PE-PIN	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	2	4	4	4	1	1	1	13	3	NA	NA	4	Amazon	Tropics	High
832	PE-PIN	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	1	4	3	4	2	2	2	13	3	NA	NA	4	Amazon	Tropics	High
833	PE-PIN	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	1	4	3	4	1	2	2	13	3	NA	NA	4	Amazon	Tropics	High
834	PE-PIN	Factor	2	Governance-related_factors	NA	NA	NA	NA	4	4	4	1	4	4	4	13	3	NA	NA	4	Amazon	Tropics	High
835	PE-PIN	Factor	6	Natural_factors	NA	NA	NA	NA	1	4	4	4	1	1	1	13	3	NA	NA	4	Amazon	Tropics	High
836	PE-PIN	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	2	3	4	4	2	2	2	13	3	NA	NA	4	Amazon	Tropics	High
837	PE-PIN	Factor	9	Socio-economic_factors	NA	NA	NA	NA	1	4	3	3	4	4	4	14	4	NA	NA	3	Amazon	Tropics	High
838	PE-PIN	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	3	3	4	4	3	2	3	14	4	NA	NA	3	Amazon	Tropics	High
839	PE-PIN	Factor	9	Socio-economic_factors	NA	NA	NA	NA	1	4	4	3	3	3	3	14	4	NA	NA	3	Amazon	Tropics	High
840	PE-PIN	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	2	4	4	4	1	2	2	14	4	NA	NA	3	Amazon	Tropics	High
841	PE-PIN	Factor	9	Socio-economic_factors	NA	NA	NA	NA	1	4	3	4	3	2	3	14	4	NA	NA	3	Amazon	Tropics	High
842	PE-PIN	Factor	8	Socio-cultural_factors	NA	NA	NA	NA	1	4	3	3	4	4	4	14	4	NA	NA	3	Amazon	Tropics	High
843	PE-PIN	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	2	3	4	4	2	4	3	14	4	NA	NA	3	Amazon	Tropics	High
844	PE-PIN	Factor	1	Demographic_factors	NA	NA	NA	NA	1	4	4	3	3	2	3	14	4	NA	NA	3	Amazon	Tropics	High
845	PE-PIN	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	4	4	4	3	2	4	3	14	4	NA	NA	3	Amazon	Tropics	High
846	PE-PIN	Factor	9	Socio-economic_factors	NA	NA	NA	NA	3	4	4	3	4	4	4	15	4	NA	NA	2	Amazon	Tropics	High
847	PE-PIN	Factor	1	Demographic_factors	NA	NA	NA	NA	1	4	4	3	3	4	4	15	4	NA	NA	2	Amazon	Tropics	High
848	PE-PIN	Factor	6	Natural_factors	NA	NA	NA	NA	1	4	4	4	4	4	4	16	4	NA	NA	1	Amazon	Tropics	High
849	CO-GUA	Factor	8	Socio-cultural_factors	NA	NA	NA	NA	NA	NA	NA	NA	1	2	1	NA	NA	NA	NA	NA	LatAm	Tropics	High
850	CO-GUA	Factor	4	Infrastructure-related_factors	NA	NA	NA	NA	NA	NA	NA	NA	4	4	4	NA	NA	NA	NA	NA	LatAm	Tropics	High
851	CO-GUA	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	LatAm	Tropics	High
852	CO-GUA	Factor	7	Natural_resource-use_related_factors	NA	3	4	3	3	4	3	NA	1	2	1	NA	NA	3	2	NA	LatAm	Tropics	High
853	CO-GUA	Factor	8	Socio-cultural_factors	NA	3	4	2	NA	3	NA	NA	4	4	4	NA	NA	NA	NA	NA	LatAm	Tropics	High
854	CO-GUA	Factor	2	Governance-related_factors	NA	4	3	2	1	3	1	1	4	4	2	7	1	2	2	10	LatAm	Tropics	High
855	CO-GUA	Factor	9	Socio-economic_factors	NA	1	2	2	1	2	2	2	1	1	1	7	1	3	2	10	LatAm	Tropics	High
856	CO-GUA	Factor	9	Socio-economic_factors	NA	1	1	2	1	2	2	2	2	2	2	8	2	3	2	9	LatAm	Tropics	High
857	CO-GUA	Factor	9	Socio-economic_factors	NA	1	1	2	3	2	3	2	2	1	1	8	2	3	3	9	LatAm	Tropics	High
858	CO-GUA	Factor	9	Socio-economic_factors	NA	2	2	1	1	2	2	2	1	0	2	8	2	3	2	9	LatAm	Tropics	High
859	CO-GUA	Factor	8	Socio-cultural_factors	NA	1	1	2	1	2	2	1	3	2	3	8	2	3	2	9	LatAm	Tropics	High
860	CO-GUA	Factor	7	Natural_resource-use_related_factors	NA	4	2	1	1	2	2	3	1	1	1	8	2	2	1	9	LatAm	Tropics	High
861	CO-GUA	Factor	1	Demographic_factors	NA	2	4	1	1	2	3	1	3	3	3	9	2	2	2	8	LatAm	Tropics	High
862	CO-GUA	Factor	9	Socio-economic_factors	NA	2	2	1	3	2	3	2	2	1	2	9	2	3	2	8	LatAm	Tropics	High
863	CO-GUA	Factor	8	Socio-cultural_factors	NA	1	1	1	3	1	3	3	2	1	2	9	2	4	3	8	LatAm	Tropics	High
864	CO-GUA	Factor	8	Socio-cultural_factors	NA	2	2	1	3	2	3	3	1	1	1	9	2	2	2	8	LatAm	Tropics	High
865	CO-GUA	Factor	8	Socio-cultural_factors	NA	1	2	2	4	2	2	1	4	4	4	9	2	2	2	8	LatAm	Tropics	High
866	CO-GUA	Factor	6	Natural_factors	NA	2	2	1	2	2	2	2	3	2	3	9	2	4	2	8	LatAm	Tropics	High
867	CO-GUA	Factor	7	Natural_resource-use_related_factors	NA	4	4	3	4	4	2	1	3	1	2	9	2	2	2	8	LatAm	Tropics	High
868	CO-GUA	Factor	5	Institutional_factors	NA	4	3	2	4	3	3	2	2	0	1	9	2	1	1	8	LatAm	Tropics	High
869	CO-GUA	Factor	5	Institutional_factors	NA	4	4	3	3	4	1	1	4	4	4	10	2	2	2	7	LatAm	Tropics	High
870	CO-GUA	Factor	7	Natural_resource-use_related_factors	NA	2	2	2	1	2	2	3	2	2	3	10	2	4	1	7	LatAm	Tropics	High
871	CO-GUA	Factor	7	Natural_resource-use_related_factors	NA	2	2	1	1	2	2	3	3	2	3	10	2	2	2	7	LatAm	Tropics	High
872	CO-GUA	Factor	2	Governance-related_factors	NA	4	3	3	4	4	2	1	3	3	3	10	2	2	1	7	LatAm	Tropics	High
873	CO-GUA	Factor	2	Governance-related_factors	NA	4	3	2	4	3	3	2	2	1	2	10	2	2	2	7	LatAm	Tropics	High
874	CO-GUA	Factor	2	Governance-related_factors	NA	1	3	2	4	2	2	2	4	4	4	10	2	2	2	7	LatAm	Tropics	High
875	CO-GUA	Factor	1	Demographic_factors	NA	3	4	3	1	4	3	2	1	1	1	10	2	4	2	7	LatAm	Tropics	High
876	CO-GUA	Factor	7	Natural_resource-use_related_factors	NA	2	2	2	1	2	3	3	2	3	3	11	3	3	2	6	LatAm	Tropics	High
877	CO-GUA	Factor	7	Natural_resource-use_related_factors	NA	1	1	3	1	2	3	3	3	3	3	11	3	3	2	6	LatAm	Tropics	High
878	CO-GUA	Factor	9	Socio-economic_factors	NA	1	3	3	1	3	3	3	2	1	2	11	3	4	3	6	LatAm	Tropics	High
879	CO-GUA	Factor	9	Socio-economic_factors	NA	4	4	3	2	4	4	2	1	1	1	11	3	3	2	6	LatAm	Tropics	High
880	CO-GUA	Factor	4	Infrastructure-related_factors	NA	4	4	3	4	4	3	2	2	1	2	11	3	2	1	6	LatAm	Tropics	High
881	CO-GUA	Factor	8	Socio-cultural_factors	NA	2	2	1	1	2	3	4	2	1	2	11	3	4	4	6	LatAm	Tropics	High
882	CO-GUA	Factor	7	Natural_resource-use_related_factors	NA	2	2	1	4	2	4	3	1	1	2	11	3	3	3	6	LatAm	Tropics	High
883	CO-GUA	Factor	2	Governance-related_factors	NA	4	3	3	1	4	3	2	2	3	2	11	3	1	1	6	LatAm	Tropics	High
884	CO-GUA	Factor	2	Governance-related_factors	NA	4	3	2	4	3	3	2	3	3	3	11	3	1	3	6	LatAm	Tropics	High
885	CO-GUA	Factor	2	Governance-related_factors	NA	4	4	3	4	4	3	2	3	1	2	11	3	3	1	6	LatAm	Tropics	High
886	CO-GUA	Factor	5	Institutional_factors	NA	4	4	2	4	3	4	2	3	2	2	11	3	2	1	6	LatAm	Tropics	High
887	CO-GUA	Factor	5	Institutional_factors	NA	4	4	2	4	3	3	2	4	3	3	11	3	3	1	6	LatAm	Tropics	High
888	CO-GUA	Factor	4	Infrastructure-related_factors	NA	3	3	2	1	3	4	4	1	1	1	12	4	2	3	5	LatAm	Tropics	High
889	CO-GUA	Factor	5	Institutional_factors	NA	4	4	3	3	4	3	3	1	4	2	12	3	3	2	5	LatAm	Tropics	High
890	CO-GUA	Factor	8	Socio-cultural_factors	NA	4	4	3	1	4	4	2	2	3	2	12	3	3	2	5	LatAm	Tropics	High
891	CO-GUA	Factor	4	Infrastructure-related_factors	NA	4	4	3	4	4	4	2	3	1	2	12	3	2	2	5	LatAm	Tropics	High
892	CO-GUA	Factor	8	Socio-cultural_factors	NA	3	3	2	1	3	4	3	2	2	2	12	3	4	4	5	LatAm	Tropics	High
893	CO-GUA	Factor	8	Socio-cultural_factors	NA	4	2	2	3	3	2	4	3	3	3	12	3	4	2	5	LatAm	Tropics	High
894	CO-GUA	Factor	9	Socio-economic_factors	NA	4	4	1	1	3	3	4	2	2	2	12	3	4	4	5	LatAm	Tropics	High
895	CO-GUA	Factor	2	Governance-related_factors	NA	4	4	3	4	4	3	1	4	4	4	12	3	2	1	5	LatAm	Tropics	High
896	CO-GUA	Factor	4	Infrastructure-related_factors	NA	4	4	3	1	4	3	2	3	2	3	12	3	1	1	5	LatAm	Tropics	High
897	CO-GUA	Factor	7	Natural_resource-use_related_factors	NA	4	4	3	3	4	4	2	2	2	3	13	3	2	1	4	LatAm	Tropics	High
898	CO-GUA	Factor	9	Socio-economic_factors	NA	4	4	3	3	4	4	3	2	1	2	13	3	3	2	4	LatAm	Tropics	High
899	CO-GUA	Factor	8	Socio-cultural_factors	NA	1	1	3	1	2	3	4	4	4	4	13	3	4	1	4	LatAm	Tropics	High
900	CO-GUA	Factor	6	Natural_factors	NA	4	3	4	1	4	3	4	3	1	2	13	3	4	2	4	LatAm	Tropics	High
901	CO-GUA	Factor	9	Socio-economic_factors	NA	4	4	3	2	4	3	2	4	3	4	13	3	3	3	4	LatAm	Tropics	High
902	CO-GUA	Factor	1	Demographic_factors	NA	3	3	3	2	3	3	3	4	4	4	13	3	4	2	4	LatAm	Tropics	High
903	CO-GUA	Factor	2	Governance-related_factors	NA	4	3	3	4	4	4	2	3	3	3	13	3	4	2	4	LatAm	Tropics	High
904	CO-GUA	Factor	5	Institutional_factors	NA	4	4	3	4	4	3	2	4	4	4	13	3	1	1	4	LatAm	Tropics	High
905	CO-GUA	Factor	9	Socio-economic_factors	NA	3	2	3	3	3	4	4	3	2	3	14	4	4	3	3	LatAm	Tropics	High
906	CO-GUA	Factor	4	Infrastructure-related_factors	NA	4	4	3	2	4	3	4	2	2	3	14	4	3	2	3	LatAm	Tropics	High
907	CO-GUA	Factor	9	Socio-economic_factors	NA	4	4	3	2	4	4	3	3	2	3	14	4	3	2	3	LatAm	Tropics	High
908	CO-GUA	Factor	2	Governance-related_factors	NA	4	4	3	4	4	4	3	3	3	3	14	4	3	2	3	LatAm	Tropics	High
909	CO-GUA	Factor	9	Socio-economic_factors	NA	4	4	3	1	4	4	3	4	4	4	15	4	4	2	2	LatAm	Tropics	High
910	CO-GUA	Factor	6	Natural_factors	NA	4	4	4	1	4	3	4	4	4	4	15	4	4	2	2	LatAm	Tropics	High
911	CO-GUA	Factor	7	Natural_resource-use_related_factors	NA	4	4	4	1	4	4	4	3	4	4	16	4	4	2	1	LatAm	Tropics	High
912	CO-TOL	Factor	4	Infrastructure-related_factors	NA	3	3	1	1	2	1	2	2	2	2	7	1	2	1	9	LatAm	Tropics	High
913	CO-TOL	Factor	7	Natural_resource-use_related_factors	NA	2	2	2	1	2	2	1	1	2	2	7	1	2	2	9	LatAm	Tropics	High
914	CO-TOL	Factor	5	Institutional_factors	NA	4	4	2	4	3	3	1	1	1	1	8	2	3	3	8	LatAm	Tropics	High
915	CO-TOL	Factor	5	Institutional_factors	NA	3	3	2	4	3	2	1	1	3	2	8	2	3	1	8	LatAm	Tropics	High
916	CO-TOL	Factor	8	Socio-cultural_factors	NA	3	2	2	4	3	2	1	3	2	3	9	2	2	2	7	LatAm	Tropics	High
917	CO-TOL	Factor	4	Infrastructure-related_factors	NA	1	2	3	4	3	3	1	2	1	2	9	2	3	1	7	LatAm	Tropics	High
918	CO-TOL	Factor	2	Governance-related_factors	NA	3	3	2	4	3	3	2	1	1	1	9	2	3	2	7	LatAm	Tropics	High
919	CO-TOL	Factor	9	Socio-economic_factors	NA	4	4	3	3	4	1	1	3	3	3	9	2	3	2	7	LatAm	Tropics	High
920	CO-TOL	Factor	2	Governance-related_factors	NA	4	4	3	4	4	3	1	1	1	1	9	2	2	2	7	LatAm	Tropics	High
921	CO-TOL	Factor	6	Natural_factors	NA	3	3	4	1	4	1	1	3	2	3	9	2	4	2	7	LatAm	Tropics	High
922	CO-TOL	Factor	8	Socio-cultural_factors	NA	4	4	3	4	4	3	1	1	2	2	10	2	3	1	6	LatAm	Tropics	High
923	CO-TOL	Factor	9	Socio-economic_factors	NA	3	4	3	1	4	3	1	2	2	2	10	2	2	2	6	LatAm	Tropics	High
924	CO-TOL	Factor	2	Governance-related_factors	NA	3	2	2	4	3	2	1	4	4	4	10	2	2	1	6	LatAm	Tropics	High
925	CO-TOL	Factor	2	Governance-related_factors	NA	3	2	2	4	3	1	2	3	4	4	10	2	4	2	6	LatAm	Tropics	High
926	CO-TOL	Factor	2	Governance-related_factors	NA	4	4	2	4	3	1	2	4	3	4	10	2	4	2	6	LatAm	Tropics	High
927	CO-TOL	Factor	9	Socio-economic_factors	NA	4	4	3	1	4	3	2	1	1	1	10	2	3	2	6	LatAm	Tropics	High
928	CO-TOL	Factor	2	Governance-related_factors	NA	4	4	3	4	4	3	1	2	2	2	10	2	2	2	6	LatAm	Tropics	High
929	CO-TOL	Factor	8	Socio-cultural_factors	NA	4	3	2	2	3	2	1	4	4	4	10	2	1	2	6	LatAm	Tropics	High
930	CO-TOL	Factor	8	Socio-cultural_factors	NA	3	3	2	4	3	2	2	3	2	3	10	2	2	2	6	LatAm	Tropics	High
931	CO-TOL	Factor	4	Infrastructure-related_factors	NA	3	3	1	4	2	3	4	1	1	1	10	2	2	1	6	LatAm	Tropics	High
932	CO-TOL	Factor	4	Infrastructure-related_factors	NA	1	3	4	4	3	3	1	3	2	3	10	2	3	1	6	LatAm	Tropics	High
933	CO-TOL	Factor	4	Infrastructure-related_factors	NA	1	1	2	4	2	1	4	3	3	3	10	2	3	1	6	LatAm	Tropics	High
934	CO-TOL	Factor	2	Governance-related_factors	NA	4	3	3	4	4	3	2	2	2	2	11	3	3	1	5	LatAm	Tropics	High
935	CO-TOL	Factor	4	Infrastructure-related_factors	NA	2	1	3	1	3	3	3	2	2	2	11	3	2	1	5	LatAm	Tropics	High
936	CO-TOL	Factor	9	Socio-economic_factors	NA	3	3	2	1	3	3	3	2	2	2	11	3	3	2	5	LatAm	Tropics	High
937	CO-TOL	Factor	5	Institutional_factors	NA	3	3	3	4	3	3	3	2	2	2	11	3	3	1	5	LatAm	Tropics	High
938	CO-TOL	Factor	7	Natural_resource-use_related_factors	NA	3	4	2	2	3	2	2	4	4	4	11	3	2	1	5	LatAm	Tropics	High
939	CO-TOL	Factor	9	Socio-economic_factors	NA	2	3	4	2	4	2	3	3	2	3	12	3	4	4	4	LatAm	Tropics	High
940	CO-TOL	Factor	2	Governance-related_factors	NA	3	3	2	4	3	3	2	4	4	4	12	3	3	1	4	LatAm	Tropics	High
941	CO-TOL	Factor	5	Institutional_factors	NA	3	3	2	4	3	3	2	4	3	4	12	3	3	3	4	LatAm	Tropics	High
942	CO-TOL	Factor	2	Governance-related_factors	NA	3	3	2	3	3	3	2	4	4	4	12	3	2	1	4	LatAm	Tropics	High
943	CO-TOL	Factor	2	Governance-related_factors	NA	3	3	2	1	3	4	2	3	2	3	12	3	3	2	4	LatAm	Tropics	High
944	CO-TOL	Factor	2	Governance-related_factors	NA	4	3	2	1	3	4	2	3	2	3	12	3	3	2	4	LatAm	Tropics	High
945	CO-TOL	Factor	1	Demographic_factors	NA	4	4	3	1	4	3	4	1	1	1	12	3	2	2	4	LatAm	Tropics	High
946	CO-TOL	Factor	1	Demographic_factors	NA	4	4	3	1	4	3	4	1	1	1	12	3	2	2	4	LatAm	Tropics	High
947	CO-TOL	Factor	9	Socio-economic_factors	NA	2	3	3	1	3	3	4	2	2	2	12	3	4	4	4	LatAm	Tropics	High
948	CO-TOL	Factor	2	Governance-related_factors	NA	4	4	3	4	4	3	2	3	3	3	12	3	2	2	4	LatAm	Tropics	High
949	CO-TOL	Factor	2	Governance-related_factors	NA	3	3	3	4	3	3	2	4	4	4	12	3	3	1	4	LatAm	Tropics	High
950	CO-TOL	Factor	7	Natural_resource-use_related_factors	NA	3	3	4	4	4	3	3	1	2	2	12	3	3	3	4	LatAm	Tropics	High
951	CO-TOL	Factor	7	Natural_resource-use_related_factors	NA	2	4	3	4	3	4	3	1	2	2	12	3	2	1	4	LatAm	Tropics	High
952	CO-TOL	Factor	7	Natural_resource-use_related_factors	NA	2	3	4	2	4	3	4	1	3	2	13	3	3	1	3	LatAm	Tropics	High
953	CO-TOL	Factor	1	Demographic_factors	NA	4	4	3	1	4	3	4	2	1	2	13	3	3	2	3	LatAm	Tropics	High
954	CO-TOL	Factor	9	Socio-economic_factors	NA	4	4	3	1	4	3	4	1	2	2	13	3	3	2	3	LatAm	Tropics	High
955	CO-TOL	Factor	9	Socio-economic_factors	NA	4	4	3	1	4	3	4	3	2	2	13	3	3	3	3	LatAm	Tropics	High
956	CO-TOL	Factor	2	Governance-related_factors	NA	4	4	3	4	4	3	2	4	4	4	13	3	3	2	3	LatAm	Tropics	High
957	CO-TOL	Factor	8	Socio-cultural_factors	NA	4	4	3	4	4	3	2	4	4	4	13	3	2	2	3	LatAm	Tropics	High
958	CO-TOL	Factor	9	Socio-economic_factors	NA	3	3	3	1	3	3	3	4	4	4	13	3	3	2	3	LatAm	Tropics	High
959	CO-TOL	Factor	7	Natural_resource-use_related_factors	NA	3	3	2	4	3	3	3	4	4	4	13	3	2	1	3	LatAm	Tropics	High
